time,event_type,side,is_goal,location,bodypart
19,2,2,0,,
22,1,2,0,3.0,3.0
63,2,1,0,,
64,1,1,0,3.0,3.0
64,2,1,0,,
64,1,1,0,9.0,3.0
59,1,2,0,3.0,2.0
59,1,2,1,12.0,3.0
91,9,2,0,,
93,1,1,0,3.0,3.0
43,2,1,0,,
44,1,1,0,3.0,3.0
45,2,1,0,,
45,1,1,0,3.0,3.0
63,2,1,0,,
64,1,1,0,3.0,3.0
76,2,2,0,,
77,1,2,0,3.0,3.0
14,2,1,0,,
14,1,1,0,3.0,3.0
19,2,1,0,,
19,1,1,0,10.0,3.0
29,2,1,0,,
30,1,1,0,3.0,3.0
69,3,1,0,,
70,1,2,0,3.0,3.0
24,2,1,0,,
24,1,1,0,3.0,3.0
6,2,1,0,,
6,1,1,0,3.0,3.0
18,3,1,0,,
19,1,2,0,3.0,3.0
39,2,2,0,,
39,1,2,0,3.0,3.0
54,2,2,0,,
55,1,2,1,10.0,3.0
83,2,2,0,,
84,1,2,0,3.0,3.0
34,3,2,0,,
36,1,1,1,3.0,3.0
63,2,1,0,,
64,1,1,0,3.0,3.0
72,3,2,0,,
75,1,2,0,3.0,3.0
78,3,1,0,,
78,1,2,0,3.0,3.0
75,2,1,0,,
76,1,1,0,3.0,3.0
46,3,2,0,,
47,1,1,0,3.0,3.0
53,2,1,0,,
53,1,1,0,3.0,3.0
56,1,1,0,17.0,1.0
58,1,1,0,12.0,3.0
60,2,1,0,,
60,1,1,0,3.0,3.0
15,1,2,0,3.0,1.0
16,1,1,0,3.0,3.0
36,1,2,0,9.0,1.0
38,1,1,0,3.0,3.0
43,2,1,0,,
43,1,1,0,3.0,3.0
78,2,2,0,,
78,1,2,0,3.0,3.0
78,2,2,0,,
79,1,2,0,3.0,3.0
11,2,1,0,,
12,1,1,0,3.0,3.0
20,2,1,0,,
20,1,1,0,3.0,3.0
27,2,1,0,,
27,1,1,0,11.0,3.0
54,1,2,0,15.0,1.0
55,1,1,0,3.0,3.0
80,2,1,0,,
82,1,1,0,3.0,3.0
82,1,1,1,13.0,3.0
84,2,2,0,,
85,1,2,0,3.0,3.0
33,3,2,0,,
37,1,1,1,3.0,3.0
48,3,2,0,,
49,1,1,0,3.0,3.0
54,3,1,0,,
55,1,2,0,3.0,3.0
70,2,2,0,,
70,1,2,1,3.0,3.0
8,2,1,0,,
9,1,1,1,13.0,3.0
59,3,1,0,,
60,1,2,0,3.0,3.0
60,1,2,0,3.0,1.0
60,1,2,1,12.0,3.0
66,1,2,0,17.0,2.0
72,1,2,0,3.0,3.0
73,2,1,0,,
74,1,1,0,3.0,3.0
23,9,2,0,,
25,1,2,0,3.0,3.0
27,2,1,0,,
27,1,1,0,9.0,3.0
42,2,1,0,,
42,1,1,0,3.0,3.0
56,2,2,0,,
57,1,2,0,3.0,3.0
68,3,2,0,,
68,1,1,0,13.0,3.0
82,1,1,1,13.0,2.0
84,1,1,0,13.0,3.0
17,2,1,0,,
17,1,1,0,13.0,3.0
17,1,1,0,3.0,1.0
17,1,1,0,13.0,3.0
23,2,1,0,,
24,1,1,0,3.0,3.0
32,3,2,0,,
33,1,1,0,3.0,3.0
34,2,1,0,,
35,1,1,0,3.0,3.0
35,1,1,0,10.0,3.0
59,2,1,0,,
60,1,1,0,3.0,3.0
88,3,1,0,,
93,1,1,0,3.0,3.0
13,3,1,0,,
13,1,2,0,3.0,3.0
16,3,1,0,,
20,1,1,0,3.0,3.0
37,2,2,0,,
38,1,2,1,13.0,3.0
50,3,1,0,,
51,1,2,0,3.0,3.0
67,3,2,0,,
68,1,1,0,3.0,3.0
81,1,2,0,9.0,1.0
81,1,2,1,10.0,3.0
93,3,1,0,,
94,1,2,0,3.0,3.0
13,2,1,0,,
15,1,1,1,3.0,3.0
21,2,1,0,,
22,1,1,1,13.0,3.0
28,2,2,0,,
28,1,2,0,11.0,3.0
35,3,1,0,,
36,1,2,1,3.0,3.0
38,1,1,0,11.0,1.0
38,1,1,0,3.0,3.0
17,2,2,0,,
17,1,2,0,3.0,3.0
58,3,1,0,,
59,1,2,0,3.0,3.0
67,1,1,0,3.0,1.0
69,1,1,0,3.0,3.0
75,3,2,0,,
76,1,1,0,3.0,3.0
76,2,1,0,,
76,1,1,0,3.0,3.0
91,2,2,0,,
3,1,2,0,3.0,3.0
35,2,1,0,,
35,1,1,0,3.0,3.0
65,1,1,1,13.0,2.0
69,1,2,0,13.0,3.0
88,3,2,0,,
89,1,1,0,3.0,3.0
3,3,2,0,,
3,1,1,1,3.0,3.0
5,1,1,0,3.0,3.0
9,2,1,0,,
9,1,1,1,3.0,3.0
49,3,2,0,,
49,1,1,0,3.0,3.0
61,3,1,0,,
62,1,2,0,3.0,3.0
87,2,2,0,,
88,1,2,0,13.0,3.0
90,2,2,0,,
90,1,2,1,3.0,3.0
39,3,1,0,,
40,1,2,0,3.0,3.0
74,2,1,0,,
74,1,1,0,3.0,3.0
83,3,1,0,,
84,1,2,0,3.0,3.0
18,2,1,0,,
18,1,1,0,3.0,3.0
20,2,1,0,,
20,1,1,0,10.0,3.0
51,1,1,0,11.0,2.0
51,1,1,0,3.0,3.0
57,2,1,0,,
57,1,1,0,10.0,3.0
60,2,1,0,,
61,1,1,0,3.0,3.0
73,3,2,0,,
75,1,1,0,3.0,3.0
86,2,1,0,,
86,1,1,0,3.0,3.0
4,3,1,0,,
4,1,1,0,3.0,3.0
5,2,1,0,,
5,1,1,0,3.0,3.0
7,2,2,0,,
9,1,1,0,3.0,3.0
24,2,1,0,,
24,1,1,0,3.0,3.0
49,2,2,0,,
50,1,2,0,3.0,3.0
56,3,2,0,,
57,1,1,0,3.0,3.0
1,3,1,0,,
2,1,2,1,3.0,3.0
20,1,2,0,15.0,2.0
20,1,2,0,3.0,3.0
31,3,1,0,,
31,1,2,0,12.0,3.0
43,2,2,0,,
44,1,2,0,3.0,3.0
56,3,2,0,,
57,1,1,0,3.0,3.0
76,2,1,0,,
77,1,1,0,3.0,3.0
78,2,1,0,,
79,1,1,0,7.0,3.0
59,2,2,0,,
59,1,2,0,3.0,3.0
64,3,1,0,,
66,1,2,0,13.0,3.0
87,3,2,0,,
87,1,1,0,3.0,3.0
92,2,2,0,,
94,1,2,0,3.0,3.0
37,2,1,0,,
38,1,1,0,12.0,3.0
48,3,2,0,,
48,1,1,0,3.0,3.0
31,2,2,0,,
31,1,2,0,3.0,3.0
58,2,1,0,,
58,1,1,0,3.0,3.0
83,1,1,0,15.0,1.0
85,1,2,0,3.0,3.0
35,1,1,1,3.0,2.0
38,1,2,0,3.0,3.0
45,2,2,0,,
45,1,2,0,3.0,3.0
84,2,2,0,,
87,1,2,0,3.0,3.0
43,3,2,0,,
44,1,1,0,3.0,3.0
46,2,2,0,,
47,1,2,0,13.0,3.0
81,1,1,0,3.0,1.0
85,1,1,1,13.0,3.0
23,1,2,0,3.0,1.0
23,1,2,1,3.0,3.0
43,3,1,0,,
45,1,2,0,3.0,3.0
50,3,2,0,,
50,1,1,1,3.0,3.0
60,1,2,0,11.0,1.0
63,1,2,0,3.0,3.0
65,2,1,0,,
65,1,1,0,12.0,3.0
69,2,2,0,,
70,1,2,0,3.0,3.0
78,2,2,0,,
79,1,2,0,3.0,3.0
90,2,2,0,,
90,1,2,0,13.0,3.0
18,9,2,0,,
19,1,1,0,13.0,3.0
45,2,1,0,,
45,1,1,0,13.0,3.0
56,3,1,0,,
56,1,2,0,3.0,3.0
66,2,1,0,,
67,1,1,1,13.0,3.0
70,2,2,0,,
71,1,2,0,3.0,3.0
29,2,1,0,,
29,1,1,0,3.0,3.0
30,3,1,0,,
32,1,1,0,3.0,3.0
75,1,1,0,15.0,1.0
78,1,2,0,3.0,3.0
89,3,2,0,,
91,1,2,0,3.0,3.0
19,3,1,0,,
20,1,2,1,3.0,3.0
45,1,2,0,15.0,1.0
45,1,1,0,3.0,3.0
16,2,1,0,,
17,1,1,0,7.0,3.0
22,1,1,0,15.0,2.0
22,1,1,0,3.0,3.0
30,2,1,0,,
31,1,1,0,3.0,3.0
59,9,2,0,,
62,1,1,0,3.0,3.0
65,3,1,0,,
66,1,2,1,3.0,3.0
86,3,2,0,,
88,1,1,1,10.0,3.0
13,2,2,0,,
14,1,2,0,3.0,3.0
41,3,2,0,,
42,1,1,0,3.0,3.0
36,2,1,0,,
38,1,1,1,3.0,3.0
47,3,2,0,,
48,1,2,1,3.0,3.0
72,2,2,0,,
73,1,2,0,3.0,3.0
78,2,2,0,,
79,1,2,0,3.0,3.0
82,3,2,0,,
83,1,2,0,3.0,3.0
90,2,2,0,,
90,1,2,0,3.0,3.0
5,2,1,0,,
6,1,1,1,13.0,3.0
15,3,1,0,,
16,1,2,1,3.0,3.0
28,3,1,0,,
31,1,2,1,3.0,3.0
32,3,2,0,,
33,1,1,0,3.0,3.0
55,2,1,0,,
55,1,1,0,3.0,3.0
90,3,2,0,,
91,1,1,0,3.0,3.0
92,3,1,0,,
94,1,1,0,3.0,3.0
48,2,2,0,,
49,1,2,0,10.0,3.0
66,2,1,0,,
67,1,1,0,3.0,3.0
74,2,2,0,,
75,1,2,0,3.0,3.0
14,9,1,0,,
15,1,1,0,3.0,3.0
43,2,1,0,,
43,1,1,0,3.0,3.0
45,2,1,0,,
45,1,1,0,3.0,3.0
63,3,1,0,,
64,1,2,0,3.0,3.0
76,2,1,0,,
76,1,1,0,3.0,3.0
77,3,1,0,,
78,1,2,0,3.0,3.0
90,9,1,0,,
94,1,2,0,10.0,3.0
59,3,2,0,,
61,1,1,1,3.0,3.0
66,3,1,0,,
67,1,2,1,13.0,3.0
36,2,1,0,,
36,1,1,0,3.0,3.0
82,2,1,0,,
82,1,1,0,9.0,3.0
90,1,1,0,11.0,2.0
90,1,1,0,3.0,3.0
32,3,2,0,,
33,1,1,0,3.0,3.0
40,3,1,0,,
41,1,1,0,3.0,3.0
74,2,2,0,,
75,1,2,0,3.0,3.0
90,2,2,0,,
90,1,2,0,3.0,3.0
32,2,1,0,,
32,1,1,0,3.0,3.0
56,2,1,0,,
56,1,1,0,11.0,3.0
65,9,2,0,,
66,1,1,0,3.0,3.0
79,2,1,0,,
80,1,1,0,3.0,3.0
84,2,2,0,,
85,1,2,0,3.0,3.0
27,2,1,0,,
29,1,1,0,10.0,3.0
34,2,1,0,,
34,1,1,0,3.0,3.0
37,3,1,0,,
39,1,2,0,3.0,3.0
90,2,1,0,,
90,1,1,0,3.0,3.0
93,2,1,0,,
93,1,1,0,3.0,3.0
50,2,1,0,,
51,1,1,0,3.0,3.0
51,2,1,0,,
53,1,1,0,3.0,3.0
58,9,1,0,,
62,1,1,0,3.0,3.0
65,2,1,0,,
65,1,1,0,3.0,3.0
67,1,1,0,15.0,1.0
68,1,1,0,7.0,3.0
68,2,1,0,,
68,1,1,0,3.0,3.0
92,1,1,0,9.0,1.0
93,1,1,1,3.0,3.0
95,2,1,0,,
95,1,1,0,3.0,3.0
2,2,2,0,,
2,1,2,0,11.0,3.0
8,2,2,0,,
8,1,2,0,3.0,3.0
45,3,2,0,,
45,1,1,1,13.0,3.0
89,3,2,0,,
91,1,2,0,3.0,3.0
2,2,2,0,,
3,1,2,0,13.0,3.0
16,2,2,0,,
17,1,2,0,13.0,3.0
46,2,1,0,,
47,1,1,0,15.0,3.0
53,3,2,0,,
53,1,1,0,3.0,3.0
90,1,1,0,15.0,2.0
91,1,2,0,3.0,3.0
19,2,1,0,,
22,1,1,0,3.0,3.0
70,2,2,0,,
71,1,2,0,3.0,3.0
76,3,2,0,,
80,1,2,1,3.0,3.0
37,2,2,0,,
39,1,1,0,3.0,3.0
43,3,1,0,,
44,1,2,0,3.0,3.0
78,1,1,0,3.0,1.0
78,1,1,0,3.0,3.0
82,3,2,0,,
87,1,2,0,3.0,3.0
89,2,1,0,,
90,1,1,0,9.0,3.0
90,2,1,0,,
91,1,1,0,12.0,3.0
23,2,2,0,,
23,1,2,0,3.0,3.0
45,2,1,0,,
45,1,1,0,13.0,3.0
45,2,1,0,,
45,1,1,0,3.0,3.0
64,2,2,0,,
64,1,2,0,3.0,3.0
9,3,1,0,,
10,1,2,0,3.0,3.0
34,1,2,0,15.0,2.0
36,1,1,0,3.0,3.0
37,1,2,0,15.0,1.0
37,1,2,0,3.0,3.0
42,3,1,0,,
43,1,2,0,3.0,3.0
45,1,1,0,9.0,2.0
49,1,2,0,3.0,3.0
84,2,2,0,,
85,1,2,0,3.0,3.0
2,1,1,0,11.0,2.0
3,1,1,0,3.0,3.0
16,1,2,0,15.0,1.0
20,1,2,0,3.0,3.0
22,2,1,0,,
23,1,1,0,3.0,3.0
35,2,1,0,,
35,1,1,0,3.0,3.0
44,2,1,0,,
45,1,1,0,3.0,3.0
68,3,1,0,,
70,1,2,0,3.0,3.0
70,1,2,0,7.0,3.0
8,3,1,0,,
9,1,2,0,3.0,3.0
62,2,2,0,,
63,1,2,0,3.0,3.0
68,3,1,0,,
68,1,2,0,12.0,3.0
2,1,2,0,9.0,2.0
5,1,2,0,3.0,3.0
9,2,1,0,,
11,1,1,0,9.0,3.0
14,1,1,0,3.0,3.0
17,2,1,0,,
18,1,1,0,3.0,3.0
19,1,1,0,9.0,2.0
21,1,2,0,3.0,3.0
33,2,1,0,,
34,1,1,0,3.0,3.0
34,2,2,0,,
35,1,2,0,3.0,3.0
37,2,2,0,,
37,1,2,0,13.0,3.0
50,3,1,0,,
51,1,2,0,3.0,3.0
58,3,1,0,,
59,1,2,1,3.0,3.0
66,2,2,0,,
67,1,2,0,3.0,3.0
19,3,1,0,,
20,1,2,0,3.0,3.0
33,3,2,0,,
33,1,1,0,3.0,3.0
68,3,2,0,,
68,1,1,0,3.0,3.0
74,2,1,0,,
75,1,2,0,3.0,3.0
18,1,1,1,13.0,2.0
20,1,2,0,3.0,3.0
32,2,1,0,,
33,1,1,1,3.0,3.0
46,3,1,0,,
46,1,2,0,3.0,3.0
7,3,2,0,,
8,1,1,0,3.0,3.0
17,2,2,0,,
17,1,2,0,3.0,3.0
39,2,2,0,,
39,1,2,0,3.0,3.0
52,1,2,0,6.0,1.0
53,1,2,0,3.0,3.0
82,3,1,0,,
83,1,2,0,10.0,3.0
84,2,1,0,,
84,1,1,0,11.0,3.0
27,2,1,0,,
27,1,1,0,3.0,3.0
72,2,2,0,,
73,1,2,0,3.0,3.0
75,2,2,0,,
75,1,2,0,9.0,3.0
17,2,1,0,,
17,1,1,1,12.0,3.0
41,2,1,0,,
42,1,1,0,3.0,3.0
45,3,2,0,,
45,1,1,0,3.0,3.0
94,1,1,1,14.0,1.0
92,1,2,1,3.0,3.0
24,2,2,0,,
25,1,2,0,13.0,3.0
35,3,1,0,,
36,1,2,0,3.0,3.0
80,2,2,0,,
81,1,2,0,3.0,3.0
82,1,1,0,15.0,1.0
83,1,2,0,3.0,3.0
83,2,2,0,,
83,1,2,0,3.0,3.0
34,2,1,0,,
34,1,1,0,3.0,3.0
45,1,2,0,11.0,1.0
45,1,2,1,3.0,3.0
78,2,1,0,,
78,1,1,0,3.0,3.0
92,3,2,0,,
94,1,1,0,3.0,3.0
52,2,2,0,,
53,1,2,0,13.0,3.0
64,1,1,0,6.0,2.0
64,1,1,0,3.0,3.0
84,2,1,0,,
85,1,1,0,3.0,3.0
59,3,2,0,,
59,1,1,0,3.0,3.0
73,2,2,0,,
73,1,2,0,3.0,3.0
86,2,1,0,,
86,1,1,0,3.0,3.0
24,2,1,0,,
24,1,1,0,13.0,3.0
5,1,2,0,15.0,1.0
7,1,2,0,3.0,3.0
40,2,1,0,,
42,1,1,1,3.0,3.0
52,2,2,0,,
53,1,2,0,3.0,3.0
55,2,2,0,,
55,1,2,0,3.0,3.0
88,3,2,0,,
89,1,1,1,3.0,3.0
33,1,2,0,9.0,2.0
34,1,2,0,3.0,3.0
40,3,1,0,,
41,1,2,0,3.0,3.0
66,3,2,0,,
67,1,1,0,3.0,3.0
79,1,2,0,15.0,2.0
79,1,2,1,13.0,3.0
42,2,2,0,,
42,1,2,0,3.0,3.0
68,2,1,0,,
68,1,1,0,3.0,3.0
83,3,2,0,,
83,1,1,0,3.0,3.0
85,1,2,0,11.0,1.0
85,1,2,0,3.0,3.0
12,1,2,0,3.0,2.0
13,1,1,0,3.0,3.0
43,2,1,0,,
43,1,1,0,3.0,3.0
44,1,1,0,3.0,3.0
76,3,2,0,,
76,1,1,0,3.0,3.0
78,1,2,0,9.0,1.0
78,1,2,0,3.0,3.0
84,3,1,0,,
87,1,1,1,13.0,3.0
92,3,1,0,,
92,1,2,0,13.0,3.0
25,3,2,0,,
25,1,1,0,3.0,3.0
41,2,1,0,,
42,1,1,0,3.0,3.0
20,3,2,0,,
23,1,1,0,13.0,3.0
31,3,1,0,,
32,1,2,0,3.0,3.0
50,3,2,0,,
53,1,1,0,3.0,3.0
91,2,1,0,,
93,1,1,0,3.0,3.0
27,2,1,0,,
28,1,1,1,13.0,3.0
59,3,1,0,,
60,1,2,0,15.0,3.0
64,2,1,0,,
65,1,2,0,3.0,3.0
35,2,1,0,,
35,1,1,0,3.0,3.0
36,3,2,0,,
37,1,1,0,3.0,3.0
39,2,1,0,,
40,1,1,0,9.0,3.0
50,3,2,0,,
51,1,1,0,3.0,3.0
57,3,1,0,,
59,1,1,0,3.0,3.0
70,3,2,0,,
70,1,1,0,3.0,3.0
72,1,1,1,12.0,3.0
77,3,2,0,,
77,1,1,0,3.0,3.0
83,2,1,0,,
83,1,1,0,3.0,3.0
37,1,1,0,3.0,1.0
38,1,1,0,3.0,3.0
91,2,2,0,,
93,1,2,1,3.0,3.0
18,2,2,0,,
19,1,2,0,3.0,3.0
50,1,1,0,9.0,2.0
51,1,1,1,3.0,3.0
63,3,2,0,,
64,1,1,0,3.0,3.0
4,1,2,0,15.0,1.0
7,1,1,0,3.0,3.0
30,2,2,0,,
30,1,2,0,3.0,3.0
49,2,2,0,,
50,1,2,0,10.0,3.0
72,2,2,0,,
73,1,2,0,3.0,3.0
90,1,2,1,13.0,2.0
91,1,1,0,3.0,3.0
62,2,2,0,,
63,1,2,1,3.0,3.0
2,2,1,0,,
3,1,1,0,3.0,3.0
15,9,1,0,,
16,1,1,0,9.0,3.0
39,2,2,0,,
39,1,2,0,3.0,3.0
64,2,2,0,,
65,1,2,0,3.0,3.0
66,2,1,0,,
67,1,1,0,3.0,3.0
81,2,1,0,,
82,1,1,0,3.0,3.0
18,3,2,0,,
18,1,1,1,3.0,3.0
21,3,2,0,,
22,1,1,0,13.0,3.0
26,1,1,0,15.0,1.0
30,1,2,0,3.0,3.0
32,2,2,0,,
32,1,2,0,3.0,3.0
56,9,1,0,,
58,1,2,1,13.0,3.0
19,2,1,0,,
21,1,2,1,3.0,3.0
46,2,1,0,,
47,1,1,0,3.0,3.0
52,2,2,0,,
52,1,2,0,3.0,3.0
13,3,2,0,,
15,1,1,0,3.0,3.0
19,1,1,0,15.0,1.0
20,1,2,0,3.0,3.0
42,2,1,0,,
43,1,1,0,13.0,3.0
55,3,2,0,,
56,1,1,0,3.0,3.0
57,2,2,0,,
57,1,2,0,3.0,3.0
72,2,2,0,,
74,1,2,0,3.0,3.0
91,2,2,0,,
92,1,2,0,3.0,3.0
92,3,2,0,,
95,1,2,0,3.0,3.0
42,3,2,0,,
45,1,1,1,11.0,3.0
66,3,1,0,,
69,1,2,0,3.0,3.0
7,3,1,0,,
8,1,2,0,3.0,3.0
15,2,1,0,,
16,1,1,0,3.0,3.0
37,2,2,0,,
38,1,2,0,3.0,3.0
51,2,1,0,,
51,1,1,0,7.0,3.0
78,2,2,0,,
78,1,2,0,3.0,3.0
92,2,1,0,,
93,1,1,0,10.0,3.0
17,3,2,0,,
18,1,1,0,3.0,3.0
36,3,2,0,,
38,1,2,0,3.0,3.0
42,1,2,0,15.0,2.0
43,1,2,0,13.0,3.0
49,2,2,0,,
49,1,2,0,3.0,3.0
51,1,2,1,13.0,1.0
52,1,2,0,3.0,3.0
53,1,2,0,9.0,3.0
55,3,1,0,,
55,1,2,1,3.0,3.0
77,2,2,0,,
77,1,2,0,3.0,3.0
28,2,1,0,,
28,1,1,1,3.0,3.0
33,3,1,0,,
34,1,1,0,3.0,3.0
66,3,2,0,,
73,1,2,0,13.0,3.0
93,2,2,0,,
94,1,2,0,3.0,3.0
7,1,1,0,3.0,1.0
7,1,1,0,10.0,3.0
12,1,1,0,10.0,2.0
16,1,1,0,3.0,3.0
19,2,1,0,,
19,1,1,0,3.0,3.0
38,1,1,0,15.0,2.0
44,1,1,0,3.0,3.0
63,2,1,0,,
63,1,1,0,3.0,3.0
18,2,2,0,,
19,1,2,0,3.0,3.0
61,3,2,0,,
62,1,1,0,3.0,3.0
43,2,1,0,,
43,1,1,0,3.0,3.0
75,3,1,0,,
78,1,1,1,3.0,3.0
79,2,2,0,,
80,1,2,0,3.0,3.0
17,3,2,0,,
19,1,1,0,3.0,3.0
22,2,2,0,,
23,1,2,0,3.0,3.0
45,2,2,0,,
46,1,2,0,3.0,3.0
47,3,2,0,,
48,1,1,0,3.0,3.0
67,3,2,0,,
69,1,2,0,3.0,3.0
70,2,1,0,,
70,1,1,0,3.0,3.0
80,1,2,0,11.0,2.0
81,1,2,0,3.0,3.0
86,9,1,0,,
87,1,2,0,3.0,3.0
10,2,1,0,,
11,1,1,0,3.0,3.0
40,2,2,0,,
41,1,2,0,9.0,3.0
49,3,1,0,,
51,1,2,1,13.0,3.0
53,1,2,0,3.0,1.0
58,1,1,0,13.0,3.0
14,1,2,0,11.0,1.0
15,1,1,1,3.0,3.0
19,3,1,0,,
22,1,1,0,3.0,3.0
5,2,1,0,,
5,1,1,1,3.0,3.0
32,2,1,0,,
33,1,1,1,13.0,3.0
62,1,1,0,15.0,1.0
62,1,1,0,3.0,3.0
92,3,1,0,,
94,1,1,0,3.0,3.0
4,2,2,0,,
5,1,2,0,3.0,3.0
36,3,2,0,,
37,1,1,0,3.0,3.0
78,2,1,0,,
79,1,1,1,13.0,3.0
10,3,2,0,,
11,1,1,0,3.0,3.0
17,2,2,0,,
18,1,2,0,3.0,3.0
81,3,1,0,,
82,1,1,0,13.0,3.0
22,2,1,0,,
22,1,1,0,3.0,3.0
30,3,1,0,,
31,1,2,0,3.0,3.0
39,2,2,0,,
39,1,2,0,3.0,3.0
39,1,2,0,3.0,3.0
40,1,1,0,3.0,3.0
45,2,1,0,,
45,1,1,1,3.0,3.0
55,2,1,0,,
56,1,1,1,3.0,3.0
57,1,1,0,3.0,3.0
63,3,1,0,,
64,1,2,1,3.0,3.0
65,1,1,0,3.0,3.0
78,2,2,0,,
78,1,2,1,3.0,3.0
86,3,2,0,,
88,1,1,0,3.0,3.0
93,2,1,0,,
93,1,1,0,10.0,3.0
11,2,1,0,,
12,1,1,0,3.0,3.0
37,3,1,0,,
37,1,2,0,3.0,3.0
39,1,1,0,15.0,1.0
40,1,1,0,11.0,3.0
43,2,1,0,,
43,1,1,0,9.0,3.0
69,3,2,0,,
70,1,1,0,3.0,3.0
85,2,1,0,,
86,1,1,0,3.0,3.0
88,2,1,0,,
89,1,1,0,3.0,3.0
39,1,2,1,3.0,2.0
40,1,1,0,3.0,3.0
46,2,1,0,,
46,1,1,1,3.0,3.0
80,2,2,0,,
80,1,2,0,3.0,3.0
94,3,1,0,,
94,1,2,0,3.0,3.0
60,2,1,0,,
61,1,1,0,13.0,3.0
64,2,1,0,,
64,1,1,0,3.0,3.0
73,2,1,0,,
73,1,1,0,3.0,3.0
75,2,1,0,,
76,1,1,0,3.0,3.0
94,1,1,0,13.0,1.0
94,1,1,1,13.0,3.0
20,2,1,0,,
21,1,1,0,3.0,3.0
55,1,2,0,15.0,2.0
57,1,2,0,3.0,3.0
57,2,2,0,,
58,1,2,0,13.0,3.0
25,2,2,0,,
25,1,2,0,3.0,3.0
47,2,2,0,,
47,1,2,0,3.0,3.0
71,1,2,0,3.0,1.0
73,1,2,1,3.0,3.0
76,3,1,0,,
81,1,2,1,3.0,3.0
84,2,1,0,,
85,1,1,0,10.0,3.0
6,3,1,0,,
8,1,2,0,3.0,3.0
57,2,1,0,,
58,1,1,0,3.0,3.0
70,3,1,0,,
71,1,2,1,3.0,3.0
88,2,1,0,,
89,1,1,0,3.0,3.0
76,3,1,0,,
77,1,2,0,3.0,3.0
36,2,2,0,,
36,1,2,0,3.0,3.0
48,2,2,0,,
49,1,2,0,3.0,3.0
52,2,1,0,,
52,1,1,0,12.0,3.0
61,1,2,0,15.0,1.0
62,1,1,0,3.0,3.0
66,3,1,0,,
69,1,1,0,3.0,3.0
86,2,1,0,,
86,1,1,0,3.0,3.0
59,3,2,0,,
60,1,1,0,3.0,3.0
78,2,1,0,,
80,1,1,0,3.0,3.0
6,3,2,0,,
7,1,1,0,3.0,3.0
16,2,1,0,,
17,1,1,0,3.0,3.0
58,2,1,0,,
59,1,1,0,3.0,3.0
4,2,2,0,,
4,1,2,0,3.0,3.0
11,1,1,0,11.0,1.0
16,1,2,1,10.0,3.0
37,2,1,0,,
38,1,1,1,3.0,3.0
69,2,2,0,,
70,1,2,0,3.0,3.0
76,2,1,0,,
77,1,1,0,3.0,3.0
39,1,1,0,15.0,2.0
41,1,2,0,3.0,3.0
70,9,1,0,,
73,1,2,0,3.0,3.0
77,1,1,0,15.0,1.0
78,1,2,0,3.0,3.0
42,9,1,0,,
44,1,2,0,11.0,3.0
58,3,2,0,,
59,1,1,0,3.0,3.0
45,3,1,0,,
45,1,1,0,10.0,3.0
72,2,2,0,,
73,1,2,0,3.0,3.0
8,3,2,0,,
10,1,1,0,3.0,3.0
14,2,1,0,,
15,1,1,0,13.0,3.0
23,9,1,0,,
27,1,1,0,3.0,3.0
61,2,1,0,,
62,1,1,0,3.0,3.0
73,2,2,0,,
73,1,2,0,3.0,3.0
90,3,1,0,,
91,1,2,0,3.0,3.0
2,3,2,0,,
2,1,1,0,3.0,3.0
43,2,1,0,,
45,1,1,0,3.0,3.0
49,2,1,0,,
49,1,1,0,3.0,3.0
52,2,2,0,,
53,1,2,0,3.0,3.0
84,9,1,0,,
86,1,2,1,3.0,3.0
61,1,1,0,15.0,2.0
62,1,1,0,13.0,3.0
70,2,2,0,,
71,1,2,1,3.0,3.0
3,9,2,0,,
5,1,2,0,3.0,3.0
24,3,2,0,,
24,1,1,0,9.0,3.0
53,2,1,0,,
53,1,1,0,11.0,3.0
66,1,2,0,11.0,1.0
67,1,1,0,3.0,3.0
73,3,1,0,,
74,1,2,0,3.0,3.0
79,2,1,0,,
79,1,1,0,3.0,3.0
84,3,2,0,,
85,1,1,0,3.0,3.0
90,2,1,0,,
91,1,1,0,3.0,3.0
94,1,1,1,14.0,1.0
98,1,2,0,9.0,3.0
59,1,1,0,11.0,1.0
61,1,1,0,3.0,3.0
63,2,1,0,,
64,1,1,0,3.0,3.0
78,2,2,0,,
79,1,2,0,13.0,3.0
6,2,1,0,,
6,1,1,0,3.0,3.0
30,2,2,0,,
31,1,2,0,3.0,3.0
52,3,1,0,,
55,1,2,0,3.0,3.0
69,3,2,0,,
71,1,1,0,13.0,3.0
86,1,2,0,11.0,1.0
88,1,2,0,3.0,3.0
2,2,2,0,,
2,1,2,0,3.0,3.0
3,2,1,0,,
3,1,1,1,12.0,3.0
20,3,1,0,,
21,1,2,0,3.0,3.0
55,2,2,0,,
56,1,2,0,12.0,3.0
61,3,2,0,,
62,1,1,0,3.0,3.0
71,3,1,0,,
71,1,2,1,3.0,3.0
81,2,1,0,,
82,1,1,0,3.0,3.0
83,2,2,0,,
84,1,2,0,3.0,3.0
6,3,2,0,,
8,1,1,1,12.0,3.0
58,2,1,0,,
59,1,1,0,3.0,3.0
62,3,2,0,,
66,1,1,0,12.0,3.0
10,1,2,0,15.0,1.0
11,1,1,0,3.0,3.0
11,2,1,0,,
11,1,1,0,3.0,3.0
34,2,1,0,,
